,ch_name,entropy,kurt
0,A2-Ref+imf11,1.980765576625263,-1.3669625959267122
1,A2-Ref+imf10,1.6740762731598353,-1.210830893124121
2,A2-Ref+imf8,1.6022159464785033,1.8486685030222452
3,A2-Ref+imf7,1.8459604830021261,4.01204945878227
4,A2-Ref+imf5,1.6651595875049914,4.130022743512765
5,A2-Ref+imf4,1.4802893181653283,6.037222272645382
6,A2-Ref+imf3,1.0202173338996716,17.23971309221397
7,A2-Ref+imf2,0.5342203933209366,69.64830006646261
8,A1-Ref+imf10,1.0496783246366619,-0.3832943132201203
9,A1-Ref+imf7,1.9670937545324951,1.0592949668487295
10,A1-Ref+imf5,1.828869713779206,1.4081366170926728
11,A1-Ref+imf4,1.5296173151366337,4.171256655161558
12,A1-Ref+imf3,0.9100598018326059,18.242215693425624
13,A1-Ref+imf2,0.43034931919178265,91.95685143196113
14,Fz-Ref+imf10,1.092527756591223,0.213346729300806
15,Fz-Ref+imf8,1.9319739408802525,0.5034658634633664
16,Fz-Ref+imf5,1.8831883626693733,1.2938142955869676
17,Fz-Ref+imf4,1.4797595777825292,5.190190060081685
18,Fz-Ref+imf3,0.7481384131191698,30.955631290902595
19,Fz-Ref+imf2,0.4362655264480252,60.324803089501685
20,Fz-Ref+imf1,0.26564777075586155,68.50885229565947
21,T6-Ref+imf11,1.5923802380576302,-0.5171808040674915
22,T6-Ref+imf10,1.8527399774781041,-0.11921346621642703
23,T6-Ref+imf7,1.8635651115629661,3.589690279809833
24,T6-Ref+imf5,1.847076251542559,1.6871695033455616
25,T6-Ref+imf4,1.6102304552706221,2.3304099300994308
26,T6-Ref+imf3,1.0455120232920643,14.355235765506695
27,T6-Ref+imf2,0.645477618222301,25.93132673487411
28,T5-Ref+imf10,1.838077756121076,-1.51224660942544
29,T5-Ref+imf9,1.819950606661435,0.6423358589008155
30,T5-Ref+imf5,1.7584041765807517,2.523343177444362
31,T5-Ref+imf4,1.6058161635545452,2.0530178665116665
32,T5-Ref+imf3,0.8702220288837432,22.30315947982865
33,T5-Ref+imf2,0.5189491810177056,68.25571798934568
34,T5-Ref+imf1,0.19660204695315397,78.8906453360859
35,T4-Ref+imf9,1.7282810928012784,-1.4887296855916388
36,T4-Ref+imf5,1.9191091453872877,1.8014495977879204
37,T4-Ref+imf4,1.5981666521948195,3.700146003696382
38,T4-Ref+imf3,0.9063829550948062,24.306519451441
39,T4-Ref+imf2,0.5068619950085731,37.90883303648672
40,T4-Ref+imf1,0.1404073124401568,119.07617012623601
41,T3-Ref+imf5,1.8082278817102713,1.127163481302932
42,T3-Ref+imf4,1.2803585381926665,9.309125559277282
43,T3-Ref+imf3,0.7957789860281779,27.85795915046212
44,T3-Ref+imf2,0.5171959349313386,22.053344345038226
45,F8-Ref+imf10,1.3129667252941033,-0.7954751437471121
46,F8-Ref+imf9,1.9490234161927278,-1.210671823386374
47,F8-Ref+imf8,1.7983040640203418,1.933745965674885
48,F8-Ref+imf7,1.8191253140718726,3.8910844850327715
49,F8-Ref+imf6,1.8062471843353556,2.3512651696290483
50,F8-Ref+imf5,1.9127629114688454,1.5132127384063745
51,F8-Ref+imf4,1.2974584194656362,7.753823276036414
52,F8-Ref+imf3,0.8722580866574606,20.753811313132868
53,F8-Ref+imf2,0.5863022766431738,37.592909777519125
54,F8-Ref+imf1,0.20901964288364078,98.13770898093748
55,F7-Ref+imf10,1.9036299122500895,-1.3298096080631927
56,F7-Ref+imf9,1.2949680174259388,1.7956904991270628
57,F7-Ref+imf7,1.9666596141741224,0.46426131000766047
58,F7-Ref+imf5,1.826908581137368,2.1257596048939673
59,F7-Ref+imf4,1.2573513526066484,5.371479370419847
60,F7-Ref+imf3,0.7601029034251454,25.875039261792697
61,F7-Ref+imf2,0.5382496185927026,21.712716013235617
62,F7-Ref+imf1,0.21996447272468544,67.01053264692995
63,O2-Ref+imf11,1.9686164903378875,-1.437774089226487
64,O2-Ref+imf10,1.8074224074516363,-1.15591001275563
65,O2-Ref+imf9,1.7567179366851269,0.10837309826581176
66,O2-Ref+imf5,1.8692172197369306,1.579727492287481
67,O2-Ref+imf4,1.4528665315427813,5.226762361725143
68,O2-Ref+imf3,0.9792184922734366,12.806693610299465
69,O2-Ref+imf2,0.5620763534369899,28.308958546113786
70,O1-Ref+imf11,1.4512349923799728,-1.5976646660787592
71,O1-Ref+imf8,1.7568976857732197,2.226899115845285
72,O1-Ref+imf6,1.9502499847870582,0.3597765607354484
73,O1-Ref+imf5,1.776919959336083,1.519078933634689
74,O1-Ref+imf4,1.4847145130237287,4.825927545004925
75,O1-Ref+imf3,0.8915568256822257,22.420616101733476
76,O1-Ref+imf2,0.6155395804985329,10.799313832698509
77,P4-Ref+imf11,1.9628417900277773,-0.6443778843436112
78,P4-Ref+imf8,1.669592865464516,1.1473860117100516
79,P4-Ref+imf5,1.7110597191217594,3.104187373727097
80,P4-Ref+imf4,1.326948969430376,6.298170700582165
81,P4-Ref+imf3,0.9776038929043124,13.480712270966432
82,P4-Ref+imf2,0.3980975389660315,109.55487935441138
83,P4-Ref+imf1,0.10354440476736215,115.98730550458468
84,P3-Ref+imf5,1.7649183521330127,2.6721611004728727
85,P3-Ref+imf4,1.48564371054811,5.3087495444947645
86,P3-Ref+imf3,0.8519010560736628,28.416203236115503
87,P3-Ref+imf2,0.5824453680580159,23.629806739247236
88,P3-Ref+imf1,0.22111904140005478,66.9406621263783
89,C4-Ref+imf10,1.8433339876276833,-1.26015877327566
90,C4-Ref+imf5,1.9185187370271484,1.769990648438207
91,C4-Ref+imf4,1.6426470990383353,2.0656314104210667
92,C4-Ref+imf3,1.133259708485618,15.763761114097782
93,C4-Ref+imf2,0.6045293623105504,47.176335833872656
94,C4-Ref+imf1,0.25123407006974396,81.78998254773782
95,C3-Ref+imf11,1.7053457274805148,-1.2316922300841733
96,C3-Ref+imf9,1.8980328649131415,0.3533336842021444
97,C3-Ref+imf7,1.9840964371587477,0.5316276382066905
98,C3-Ref+imf5,1.6260338077312835,2.82869966401722
99,C3-Ref+imf4,1.3971252463415382,5.9358764321898025
100,C3-Ref+imf3,0.8538146573293595,30.054374737538957
101,C3-Ref+imf2,0.5336155760172915,57.21022204579837
102,C3-Ref+imf1,0.21217193695490488,95.335308334001
103,F4-Ref+imf10,1.2166786215209908,-0.9104927423131701
104,F4-Ref+imf9,1.9927058324248759,-0.6734317964386638
105,F4-Ref+imf8,1.944510760568241,0.9291817820288895
106,F4-Ref+imf7,1.7577958732426608,4.474869483324029
107,F4-Ref+imf5,1.6345379272326988,5.221067861825201
108,F4-Ref+imf4,0.8877930187998936,10.688501146965688
109,F4-Ref+imf3,0.599808515329615,21.86655408962034
110,F4-Ref+imf2,0.3561022590081757,55.21627279529321
111,F3-Ref+imf11,1.7272704352863455,-1.0796051982942803
112,F3-Ref+imf8,1.9988251644416546,1.0515750298871165
113,F3-Ref+imf7,1.977236889313293,0.4424899751587801
114,F3-Ref+imf5,1.909113741788608,2.3144158383736793
115,F3-Ref+imf4,1.4345986205671095,6.994479872318188
116,F3-Ref+imf3,0.8925828308011712,16.030721932832616
117,F3-Ref+imf2,0.6461984373568902,27.929447088611397
118,F3-Ref+imf1,0.2575604800481833,108.96777366254547
119,Fp2-Ref+imf10,1.8168518096044468,-1.4685413443975277
120,Fp2-Ref+imf7,1.9786653465309787,1.4999311558168502
121,Fp2-Ref+imf6,1.9823133079029964,1.2290932920545803
122,Fp2-Ref+imf5,1.9690264602269738,0.625010289151577
123,Fp2-Ref+imf4,1.1856804912378702,8.690051075375338
124,Fp2-Ref+imf3,0.5075380784514031,28.589492014492436
125,Fp2-Ref+imf2,0.5056490691731007,60.00936128570974
126,Fp1-Ref+imf11,1.9298877450387362,-1.268476234400078
127,Fp1-Ref+imf10,1.706546460768075,-1.4549535447760844
128,Fp1-Ref+imf5,1.879556209212161,1.0709453227442793
129,Fp1-Ref+imf4,1.2672645066542427,6.1854152168095204
130,Fp1-Ref+imf3,0.8391126004751372,15.327385826540073
131,Fp1-Ref+imf2,0.5767327920537525,41.28727150562697
132,Fp1-Ref+imf1,0.2547149530458701,83.79838142498414
